INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
1871	18	90	1000	100	89	195	195	195	195	195	195	0	0
1872	18	91	1000	100	90	195	195	195	195	195	195	0	0
1873	18	92	1000	100	91	195	195	195	195	195	195	0	0
1874	18	93	1000	100	92	195	195	195	195	195	195	0	0
1875	18	94	1000	100	93	195	195	195	195	195	195	0	0
1876	18	95	1000	100	94	195	195	195	195	195	195	0	0
1877	18	96	1000	100	95	195	195	195	195	195	195	0	0
1878	18	97	1000	100	96	195	195	195	195	195	195	0	0
1879	18	98	1000	100	97	195	195	195	195	195	195	0	0
1880	18	99	1000	100	98	195	195	195	195	195	195	0	0
