INT	INT	INT	INT	INT	INT	INT	STRING	STRING	STRING	STRING
38109003	1	9	3	6	130	68	ZhenYuan3_9	真元·外功罡猛	装备原有#G外功攻击#W效果提升#G6%#W	张士心以上古神石为物，其灵为引，经十年苦制，方得此物。可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W变为#G魂元#W。#r#G该真元在90级以上且7星以上有外功攻击属性的装备上能发挥更大效果#r#G（真元放入真元盘眼内方可生效）
38109004	1	9	4	8	230	198	ZhenYuan3_9	真元·外功罡猛	装备原有#G外功攻击#W效果提升#G8%#W	张士心以上古神石为物，其灵为引，经十年苦制，方得此物。可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W变为#G魂元#W。#r#G该真元在90级以上且7星以上有外功攻击属性的装备上能发挥更大效果#r#G（真元放入真元盘眼内方可生效）
38109005	1	9	5	10	360	428	ZhenYuan3_9	真元·外功罡猛	装备原有#G外功攻击#W效果提升#G10%#W	张士心以上古神石为物，其灵为引，经十年苦制，方得此物。可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W变为#G魂元#W。#r#G该真元在90级以上且7星以上有外功攻击属性的装备上能发挥更大效果#r#G（真元放入真元盘眼内方可生效）
38109006	1	9	6	12	525	788	ZhenYuan3_9	真元·外功罡猛	装备原有#G外功攻击#W效果提升#G12%#W	张士心以上古神石为物，其灵为引，经十年苦制，方得此物。可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W变为#G魂元#W。#r#G该真元在90级以上且7星以上有外功攻击属性的装备上能发挥更大效果#r#G（真元放入真元盘眼内方可生效）
38109007	1	9	7	14	715	1313	ZhenYuan3_9	真元·外功罡猛	装备原有#G外功攻击#W效果提升#G14%#W	张士心以上古神石为物，其灵为引，经十年苦制，方得此物。可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W变为#G魂元#W。#r#G该真元在90级以上且7星以上有外功攻击属性的装备上能发挥更大效果#r#G（真元放入真元盘眼内方可生效）
38109008	1	9	8	16	930	2028	ZhenYuan3_9	真元·外功罡猛	装备原有#G外功攻击#W效果提升#G16%#W	张士心以上古神石为物，其灵为引，经十年苦制，方得此物。可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W变为#G魂元#W。#r#G该真元在90级以上且7星以上有外功攻击属性的装备上能发挥更大效果#r#G（真元放入真元盘眼内方可生效）
38109009	1	9	9	18	0	2958	ZhenYuan3_9	真元·外功罡猛	装备原有#G外功攻击#W效果提升#G18%#W	张士心以上古神石为物，其灵为引，经十年苦制，方得此物。可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W变为#G魂元#W。#r#G该真元在90级以上且7星以上有外功攻击属性的装备上能发挥更大效果#r#G（真元放入真元盘眼内方可生效）
38110001	1	10	1	2	10	3	ZhenYuan3_14	真元·千转柔筋	装备原有#G内功防御#W效果提升#G2%#W	张士心以上古神石为物，其灵为引，经十年苦制，方得此物。可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W变为#G魂元#W。#r#G该真元在90级以上且7星以上有内功防御属性的装备上能发挥更大效果#r#G（真元放入真元盘眼内方可生效）
38110002	1	10	2	4	55	13	ZhenYuan3_14	真元·千转柔筋	装备原有#G内功防御#W效果提升#G4%#W	张士心以上古神石为物，其灵为引，经十年苦制，方得此物。可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W变为#G魂元#W。#r#G该真元在90级以上且7星以上有内功防御属性的装备上能发挥更大效果#r#G（真元放入真元盘眼内方可生效）
38110003	1	10	3	6	130	68	ZhenYuan3_14	真元·千转柔筋	装备原有#G内功防御#W效果提升#G6%#W	张士心以上古神石为物，其灵为引，经十年苦制，方得此物。可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W变为#G魂元#W。#r#G该真元在90级以上且7星以上有内功防御属性的装备上能发挥更大效果#r#G（真元放入真元盘眼内方可生效）
38110004	1	10	4	8	230	198	ZhenYuan3_14	真元·千转柔筋	装备原有#G内功防御#W效果提升#G8%#W	张士心以上古神石为物，其灵为引，经十年苦制，方得此物。可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W变为#G魂元#W。#r#G该真元在90级以上且7星以上有内功防御属性的装备上能发挥更大效果#r#G（真元放入真元盘眼内方可生效）
38110005	1	10	5	10	360	428	ZhenYuan3_14	真元·千转柔筋	装备原有#G内功防御#W效果提升#G10%#W	张士心以上古神石为物，其灵为引，经十年苦制，方得此物。可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W变为#G魂元#W。#r#G该真元在90级以上且7星以上有内功防御属性的装备上能发挥更大效果#r#G（真元放入真元盘眼内方可生效）
38110006	1	10	6	12	525	788	ZhenYuan3_14	真元·千转柔筋	装备原有#G内功防御#W效果提升#G12%#W	张士心以上古神石为物，其灵为引，经十年苦制，方得此物。可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W变为#G魂元#W。#r#G该真元在90级以上且7星以上有内功防御属性的装备上能发挥更大效果#r#G（真元放入真元盘眼内方可生效）
38110007	1	10	7	14	715	1313	ZhenYuan3_14	真元·千转柔筋	装备原有#G内功防御#W效果提升#G14%#W	张士心以上古神石为物，其灵为引，经十年苦制，方得此物。可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W变为#G魂元#W。#r#G该真元在90级以上且7星以上有内功防御属性的装备上能发挥更大效果#r#G（真元放入真元盘眼内方可生效）
38110008	1	10	8	16	930	2028	ZhenYuan3_14	真元·千转柔筋	装备原有#G内功防御#W效果提升#G16%#W	张士心以上古神石为物，其灵为引，经十年苦制，方得此物。可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W变为#G魂元#W。#r#G该真元在90级以上且7星以上有内功防御属性的装备上能发挥更大效果#r#G（真元放入真元盘眼内方可生效）
38110009	1	10	9	18	0	2958	ZhenYuan3_14	真元·千转柔筋	装备原有#G内功防御#W效果提升#G18%#W	张士心以上古神石为物，其灵为引，经十年苦制，方得此物。可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W变为#G魂元#W。#r#G该真元在90级以上且7星以上有内功防御属性的装备上能发挥更大效果#r#G（真元放入真元盘眼内方可生效）
38111001	1	11	1	2	10	3	ZhenYuan4_3	真元·百炼铁骨	装备原有#G外功防御#W效果提升#G2%#W	张士心以上古神石为物，其灵为引，经十年苦制，方得此物。可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W变为#G魂元#W。#r#G该真元在90级以上且7星以上有外功防御属性的装备上能发挥更大效果#r#G（真元放入真元盘眼内方可生效）
38111002	1	11	2	4	55	13	ZhenYuan4_3	真元·百炼铁骨	装备原有#G外功防御#W效果提升#G4%#W	张士心以上古神石为物，其灵为引，经十年苦制，方得此物。可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W变为#G魂元#W。#r#G该真元在90级以上且7星以上有外功防御属性的装备上能发挥更大效果#r#G（真元放入真元盘眼内方可生效）
38111003	1	11	3	6	130	68	ZhenYuan4_3	真元·百炼铁骨	装备原有#G外功防御#W效果提升#G6%#W	张士心以上古神石为物，其灵为引，经十年苦制，方得此物。可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W变为#G魂元#W。#r#G该真元在90级以上且7星以上有外功防御属性的装备上能发挥更大效果#r#G（真元放入真元盘眼内方可生效）
38111004	1	11	4	8	230	198	ZhenYuan4_3	真元·百炼铁骨	装备原有#G外功防御#W效果提升#G8%#W	张士心以上古神石为物，其灵为引，经十年苦制，方得此物。可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W变为#G魂元#W。#r#G该真元在90级以上且7星以上有外功防御属性的装备上能发挥更大效果#r#G（真元放入真元盘眼内方可生效）
38111005	1	11	5	10	360	428	ZhenYuan4_3	真元·百炼铁骨	装备原有#G外功防御#W效果提升#G10%#W	张士心以上古神石为物，其灵为引，经十年苦制，方得此物。可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W变为#G魂元#W。#r#G该真元在90级以上且7星以上有外功防御属性的装备上能发挥更大效果#r#G（真元放入真元盘眼内方可生效）
38111006	1	11	6	12	525	788	ZhenYuan4_3	真元·百炼铁骨	装备原有#G外功防御#W效果提升#G12%#W	张士心以上古神石为物，其灵为引，经十年苦制，方得此物。可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W变为#G魂元#W。#r#G该真元在90级以上且7星以上有外功防御属性的装备上能发挥更大效果#r#G（真元放入真元盘眼内方可生效）
38111007	1	11	7	14	715	1313	ZhenYuan4_3	真元·百炼铁骨	装备原有#G外功防御#W效果提升#G14%#W	张士心以上古神石为物，其灵为引，经十年苦制，方得此物。可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W变为#G魂元#W。#r#G该真元在90级以上且7星以上有外功防御属性的装备上能发挥更大效果#r#G（真元放入真元盘眼内方可生效）
38111008	1	11	8	16	930	2028	ZhenYuan4_3	真元·百炼铁骨	装备原有#G外功防御#W效果提升#G16%#W	张士心以上古神石为物，其灵为引，经十年苦制，方得此物。可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W变为#G魂元#W。#r#G该真元在90级以上且7星以上有外功防御属性的装备上能发挥更大效果#r#G（真元放入真元盘眼内方可生效）
38111009	1	11	9	18	0	2958	ZhenYuan4_3	真元·百炼铁骨	装备原有#G外功防御#W效果提升#G18%#W	张士心以上古神石为物，其灵为引，经十年苦制，方得此物。可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W变为#G魂元#W。#r#G该真元在90级以上且7星以上有外功防御属性的装备上能发挥更大效果#r#G（真元放入真元盘眼内方可生效）
38112001	1	12	1	2	10	3	ZhenYuan4_8	真元·百步穿杨	装备原有#G命中#W效果提升#G2%#W	张士心以上古神石为物，其灵为引，经十年苦制，方得此物。可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W变为#G魂元#W。#r#G该真元在90级以上且7星以上有命中属性的装备上能发挥更大效果#r#G（真元放入真元盘眼内方可生效）
38112002	1	12	2	4	55	13	ZhenYuan4_8	真元·百步穿杨	装备原有#G命中#W效果提升#G4%#W	张士心以上古神石为物，其灵为引，经十年苦制，方得此物。可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W变为#G魂元#W。#r#G该真元在90级以上且7星以上有命中属性的装备上能发挥更大效果#r#G（真元放入真元盘眼内方可生效）
38112003	1	12	3	6	130	68	ZhenYuan4_8	真元·百步穿杨	装备原有#G命中#W效果提升#G6%#W	张士心以上古神石为物，其灵为引，经十年苦制，方得此物。可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W变为#G魂元#W。#r#G该真元在90级以上且7星以上有命中属性的装备上能发挥更大效果#r#G（真元放入真元盘眼内方可生效）
38112004	1	12	4	8	230	198	ZhenYuan4_8	真元·百步穿杨	装备原有#G命中#W效果提升#G8%#W	张士心以上古神石为物，其灵为引，经十年苦制，方得此物。可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W变为#G魂元#W。#r#G该真元在90级以上且7星以上有命中属性的装备上能发挥更大效果#r#G（真元放入真元盘眼内方可生效）
38112005	1	12	5	10	360	428	ZhenYuan4_8	真元·百步穿杨	装备原有#G命中#W效果提升#G10%#W	张士心以上古神石为物，其灵为引，经十年苦制，方得此物。可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W变为#G魂元#W。#r#G该真元在90级以上且7星以上有命中属性的装备上能发挥更大效果#r#G（真元放入真元盘眼内方可生效）
38112006	1	12	6	12	525	788	ZhenYuan4_8	真元·百步穿杨	装备原有#G命中#W效果提升#G12%#W	张士心以上古神石为物，其灵为引，经十年苦制，方得此物。可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W变为#G魂元#W。#r#G该真元在90级以上且7星以上有命中属性的装备上能发挥更大效果#r#G（真元放入真元盘眼内方可生效）
38112007	1	12	7	14	715	1313	ZhenYuan4_8	真元·百步穿杨	装备原有#G命中#W效果提升#G14%#W	张士心以上古神石为物，其灵为引，经十年苦制，方得此物。可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W变为#G魂元#W。#r#G该真元在90级以上且7星以上有命中属性的装备上能发挥更大效果#r#G（真元放入真元盘眼内方可生效）
38112008	1	12	8	16	930	2028	ZhenYuan4_8	真元·百步穿杨	装备原有#G命中#W效果提升#G16%#W	张士心以上古神石为物，其灵为引，经十年苦制，方得此物。可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W变为#G魂元#W。#r#G该真元在90级以上且7星以上有命中属性的装备上能发挥更大效果#r#G（真元放入真元盘眼内方可生效）
38112009	1	12	9	18	0	2958	ZhenYuan4_8	真元·百步穿杨	装备原有#G命中#W效果提升#G18%#W	张士心以上古神石为物，其灵为引，经十年苦制，方得此物。可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W变为#G魂元#W。#r#G该真元在90级以上且7星以上有命中属性的装备上能发挥更大效果#r#G（真元放入真元盘眼内方可生效）
38113001	1	13	1	2	10	3	ZhenYuan4_13	真元·滑不沾衣	装备原有#G闪避#W效果提升#G2%#W	张士心以上古神石为物，其灵为引，经十年苦制，方得此物。可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W变为#G魂元#W。#r#G该真元在90级以上且7星以上有闪避属性的装备上能发挥更大效果#r#G（真元放入真元盘眼内方可生效）
38113002	1	13	2	4	55	13	ZhenYuan4_13	真元·滑不沾衣	装备原有#G闪避#W效果提升#G4%#W	张士心以上古神石为物，其灵为引，经十年苦制，方得此物。可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W变为#G魂元#W。#r#G该真元在90级以上且7星以上有闪避属性的装备上能发挥更大效果#r#G（真元放入真元盘眼内方可生效）
